code,name_short,gender,function,country_code,country,nationality,height,weight,disciplines,events,birth_date,occupation,coach,influence,ritual,cluster
1891182,SUZUKI R,Female,Athlete,JPN,Japan,Japan,0,0.0,['Weightlifting'],"[""Women's 49kg""]",,"Athlete, office worker",National: Mari Taira (JPN).<br>Club: Taichi Nagayama,,,2
1891184,MURAKAMI E,Male,Athlete,JPN,Japan,Japan,0,0.0,['Weightlifting'],"[""Men's +102kg""]",,Athlete,,,,2
1891186,MIYAMOTO M,Male,Athlete,JPN,Japan,Japan,0,0.0,['Weightlifting'],"[""Men's 73kg""]",,"Athlete, coach, university lecturer",National: Tetsuo Komiyama (JPN).<br>Club: Yoshinobu Miyake (JPN),,,2
1891280,BOUKLI S,Female,Athlete,FRA,France,France,0,0.0,['Judo'],"['Women -48 kg', 'Mixed Team']",,"Athlete, French military service","National: Severine Vandenhende (FRA).<br>Personal: Kilian Leblouch, (FRA), Florent Urani, (FRA)",Always thanks her personal coach Kilian Le Blouch after her performances,"“During competitions I always have my headphones from the beginning to the end, even before a semifinal or a final. I need them to be in my bubble. I only take them off when I enter judogi control. This ritual makes me feel confident.” (Coffee With Celine YouTube channel, 23 Feb 2020)",2
1891283,BUCHARD A,Female,Athlete,FRA,France,France,0,0.0,['Judo'],"['Women -52 kg', 'Mixed Team']",,Athlete,National: Christophe Massina (FRA).<br>Club: Nicolas Mossion (FRA),"Her father. ""He enrolled me in judo and pushed me to give it all."" (Athlete, 30 Jun 2024)",,2
1891286,CYSIQUE SL,Female,Athlete,FRA,France,France,0,0.0,['Judo'],"['Women -57 kg', 'Mixed Team']",,Athlete,,,,2
1891289,AGBEGNENOU C,Female,Athlete,FRA,France,France,0,0.0,['Judo'],"['Women -63 kg', 'Mixed Team']",,"Athlete.</p><p>Adjudant of the National Gendarmerie, a national police force in France which also serves as a branch of the French Armed Forces.</p><p>Life coach at HEC, one of the world's best business schools, HEC Paris is a leader in research and education in management sciences",National: Ludovic Delacotte (FRA).</p><p>Club: Barbara Harel (FRA),"""Ahcène Goudjil because he was with me when I was very young and he taught me a lot of values about work and how to work intelligently."" (Athlete, 17 Jun 2024)","""Where there's a will there's a way, but you have to have the means."" (Athlete, 17 Jun 2024)",2
1891292,GAHIE ME,Female,Athlete,FRA,France,France,0,0.0,['Judo'],"['Women -70 kg', 'Mixed Team']",,,"National: Christophe Massina (FRA).<br>Club: Damiano Martinuzzi (BEL), Florent Urani (FRA)",,"Says a prayer between each fight. (Athlete, 28 Jun 2024)",2
1891297,MALONGA M,Female,Athlete,FRA,France,France,0,0.0,['Judo'],"['Women -78 kg', 'Mixed Team']",,Athlete,Ludovic Delacotte (FRA),,,2
1891300,DICKO R,Female,Athlete,FRA,France,France,0,0.0,['Judo'],"['Women +78 kg', 'Mixed Team']",,"Athlete, student",National: Severine Vandenhende,,"She believes in her lucky hair: “I had my hair dyed white when I was under 18 at a cadets tournament. I liked it and my teammates liked it too, so I stuck with it. At all the big events (Olympics, world championships, European championships), the colours of the French flag are added on top. That was the case in Montpellier, and it will be the same in Paris 2024. So far, it has almost always brought me luck.” (eju.net 8 Nov 2023)</p><p>Before every match she talks to herself in the mirror",2
1891304,MKHEIDZE L,Male,Athlete,FRA,France,France,0,0.0,['Judo'],"['Men -60 kg', 'Mixed Team']",,Athlete,National: Daniel Fernandes (FRA),,,2
1891307,KHYAR W,Male,Athlete,FRA,France,France,0,0.0,['Judo'],"['Men -66 kg', 'Mixed Team']",,Athlete,Daniel Fernandes (FRA),"His mother. ""She was the first to believe in me."" (Athlete, 5 Jun 2024)",,2
1891311,GABA JB,Male,Athlete,FRA,France,France,0,0.0,['Judo'],"['Men -73 kg', 'Mixed Team']",,,Guillaume Fort (FRA),"His brother. ""He's my biggest supporter."" (Athlete, 10 May 2024)",,2
1891314,DJALO AO,Male,Athlete,FRA,France,France,0,0.0,['Judo'],"['Men -81 kg', 'Mixed Team']",,Athlete,,"His mother. ""She is the one who supports me in difficult times. It's for her that I am doing this."" (Athlete, 14 Jun 2024)","""I keep a very tidy suitcase."" (Athlete, 14 Jun 2024)",2
1891318,NGAYAP HAMBOU MG,Male,Athlete,FRA,France,France,0,0.0,['Judo'],"['Men -90 kg', 'Mixed Team']",,Student,"National: Guillaume Fort (FRA), Baptiste Leroy (FRA - mixed team event).<br>Club: Guillaume Etchegaray (FRA), Fabrice Ruimy (FRA)","Coach Guillaume Etchegaray (FRA). ""He's been following me and supporting me since I started real competition."" (Athlete, 8 May 2024)",He prays a lot,2
1891320,DIESSE A,Male,Athlete,FRA,France,France,0,0.0,['Judo'],"['Men -100 kg', 'Mixed Team']",,"Product engineer UX/UI Renault Group, athlete",,,,2
1891323,RINER T,Male,Athlete,FRA,France,France,0,0.0,['Judo'],"['Men +100 kg', 'Mixed Team']",,Athlete,National/Personal: Christian Chaumont (FRA),His family,,2
1891438,PIGNICZKI F,Female,Athlete,HUN,Hungary,Hungary,0,0.0,['Rhythmic Gymnastics'],['Individual All-Around'],,"Athlete, student","Personal: Noemi Gelle.<br>National: Zsofia Lauber, Erika Deutsch-Lazsanyi (HUN)",,"“I repeat words that help. Right before the call (to perform), I don't have the competition or my practice on my mind, but something else entirely. For example, I tend to think that I am lying on the beach, the sun is shining on me. This fills me with positive feelings and, of course, energy.” (https://www.nemzetisport.hu, 9 Sep 2023)</p><p>Tries to make everyday life diverse and set daily goals to motivate her. “Either I change my warm-up a little, or I look back at my exercises and find something that I can refine, so this sport is not so monotonous anymore. I find something new in it every day. (https://mtk.hu, 12 Sep 2023)",2
1891459,ABDALLA SALAH L,Female,Athlete,EGY,Egypt,Egypt,0,0.0,['Swimming'],"[""Women's 200m Freestyle""]",,Athlete,,,,0
1891471,ELKAMASH M,Male,Athlete,EGY,Egypt,Egypt,0,0.0,['Swimming'],"[""Men's 1500m Freestyle"", ""Men's 800m Freestyle""]",,Athlete,Club: Mark Schubert (USA),,,0
1891498,AN SY,Female,Athlete,KOR,Korea,Korea,170,0.0,['Badminton'],"[""Women's Singles""]",,Athlete,,,,2
1891499,BAEK HN,Female,Athlete,KOR,Korea,Korea,162,0.0,['Badminton'],"[""Women's Doubles""]",,,National: Kim Hak-Kyun (KOR),,,2
1891500,CHAE YJ,Female,Athlete,KOR,Korea,Korea,162,0.0,['Badminton'],['Mixed Doubles'],,Athlete,,,,2
1891501,JEON HJ,Male,Athlete,KOR,Korea,Korea,177,0.0,['Badminton'],"[""Men's Singles""]",,Athlete,,,,2
1891502,JEONG NE,Female,Athlete,KOR,Korea,Korea,162,0.0,['Badminton'],['Mixed Doubles'],,,,,,2
1891503,KANG MH,Male,Athlete,KOR,Korea,Korea,183,0.0,['Badminton'],"[""Men's Doubles""]",,,National: Kim Hak-kyun (KOR),,,2
1891504,KIM GE,Female,Athlete,KOR,Korea,Korea,172,0.0,['Badminton'],"[""Women's Singles""]",,Athlete,National: Kim Hak-kyun (KOR),,,2
1891506,KIM SY,Female,Athlete,KOR,Korea,Korea,173,0.0,['Badminton'],"[""Women's Doubles""]",,Athlete,,,,2
1891507,KIM WH,Male,Athlete,KOR,Korea,Korea,184,0.0,['Badminton'],['Mixed Doubles'],,,,"His mother, triple Olympic badminton medallist, Gil Yeong-ah. ""My mother has been my inspiration. She is a stickler for discipline but she is also my role model. I am proud to have a mother who has won Olympic medals. I want to be like her but deep in my heart I want to be better than her in achievements."" (badmintonasia.org, 16 July 2016)",,2
1891508,KONG HY,Female,Athlete,KOR,Korea,Korea,166,0.0,['Badminton'],"[""Women's Doubles""]",,Athlete,,,,2
1891510,LEE SH,Female,Athlete,KOR,Korea,Korea,171,0.0,['Badminton'],"[""Women's Doubles""]",,Athlete,National: Kim Hak-Kyun (KOR).<br>Club: Ahn Jae-Chang (KOR),,,2
1891511,SEO SJ,Male,Athlete,KOR,Korea,Korea,182,0.0,['Badminton'],"[""Men's Doubles"", 'Mixed Doubles']",,Athlete,,,,2
1891514,ANDERSEN F,Female,Athlete,SWE,Sweden,Sweden,0,0.0,['Equestrian'],"['Eventing Individual', 'Eventing Team']",,"Athlete, business owner, coach, horse trainer",Personal: Annki Andersen Gerkin (SWE) - her mother,,,2
1891517,ASAI M,Female,Alternate Athlete,SWE,Sweden,Sweden,0,0.0,['Equestrian'],"['Eventing Individual', 'Eventing Team']",,"Athlete, coach, horse trainer, veterinarian",National: Fredrik Bergendorff (SWE),,,2
1891523,ROMEIKE L,Female,Athlete,SWE,Sweden,Sweden,0,0.0,['Equestrian'],"['Eventing Individual', 'Eventing Team']",,"Athlete, coach, horse trainer","Personal: Peter Thomsen (GER), Detlef Peper (GER), Elisabeth Lundholm (SWE)",,,2
1891524,SJOBORG S,Female,Athlete,SWE,Sweden,Sweden,0,0.0,['Equestrian'],"['Eventing Individual', 'Eventing Team']",,"Athlete, horse trainer",National: Fredrik Bergendorff (SWE).<br>Personal: Tim Price (NZL).<br>Personal: Jonelle Price (NZL),,,2
1891531,BARYARD-JOHNSSON M,Female,Alternate Athlete,SWE,Sweden,Sweden,0,0.0,['Equestrian'],['Jumping Team'],,"Athlete, horse trainer",,,,2
1891532,BENGTSSON RG,Male,Athlete,SWE,Sweden,Sweden,0,0.0,['Equestrian'],"['Jumping Individual', 'Jumping Team']",,"Athlete, coach, horse trainer and breeder",,His mother,,2
1891535,von ECKERMANN H,Male,Athlete,SWE,Sweden,Sweden,0,0.0,['Equestrian'],"['Jumping Individual', 'Jumping Team']",,"Athlete, coach, horse trainer",,German equestrian jumper Ludger Beerbaum,,2
1891537,FREDRICSON P,Male,Athlete,SWE,Sweden,Sweden,0,0.0,['Equestrian'],"['Jumping Individual', 'Jumping Team']",,"Athlete, business owner, graphic design, coach, horse trainer",,,,2
1891606,MITSUI A,Female,Athlete,JPN,Japan,Japan,0,0.0,['Swimming'],"[""Women's 200m Butterfly""]",,Student,Club: Yoshihiro Fujimori (JPN). <br>University: Masaki Hayashi (JPN),,,0
1891608,TAKEHARA H,Male,Athlete,JPN,Japan,Japan,0,0.0,['Swimming'],"[""Men's 200m Backstroke""]",,Student,Club: Hirai Hiromasa (JPN),,,0
1891610,MAKINO H,Female,Athlete,JPN,Japan,Japan,0,0.0,['Swimming'],"[""Women's 200m Butterfly"", ""Women's 4 x 200m Freestyle Relay""]",,"Athlete, office worker",National: Takayuki Umehara (JPN),,,0
1891613,TERAKADO G,Male,Athlete,JPN,Japan,Japan,0,0.0,['Swimming'],"[""Men's 200m Butterfly""]",,Student,Club: Yoji Suzuki (JPN),,,0
1891618,MANO H,Male,Athlete,JPN,Japan,Japan,0,0.0,['Swimming'],"[""Men's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",,"Athlete, office worker",Club: Yoji Suzuki (JPN).<br>National: Tsuyoshi Kato (JPN),,,0
1891622,HANAGURUMA Y,Male,Athlete,JPN,Japan,Japan,0,0.0,['Swimming'],"[""Men's 200m Breaststroke""]",,,,,,0
1891624,NARITA M,Female,Athlete,JPN,Japan,Japan,0,0.0,['Swimming'],"[""Women's 400m Individual Medley""]",,Student,National: Tsuyoshi Kato (JPN),,,0
1891628,IKEE R,Female,Athlete,JPN,Japan,Japan,0,0.0,['Swimming'],"[""Women's 100m Butterfly"", ""Women's 4 x 100m Medley Relay"", 'Mixed 4 x 100m Medley Relay']",,Student,Club: Isamu Nishizaki (JPN),,,0
1891630,SUZUKI S,Female,Athlete,JPN,Japan,Japan,0,0.0,['Swimming'],"[""Women's 100m Breaststroke"", ""Women's 200m Breaststroke"", ""Women's 4 x 100m Medley Relay""]",,"Athlete, office worker",National: Takayuki Umehara (JPN).<br>Personal: Tadahiko Kanda (JPN),"Swimmer Rie Kaneto (JPN), 2016 Olympic 200m breaststroke champion",,0
1891632,IKEMOTO N,Female,Athlete,JPN,Japan,Japan,0,0.0,['Swimming'],"[""Women's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",,Student,"Club: Toru Horinouchi, Itoman (JPN), Yusuke Takahasshi, Chuo (JPN)",,,0
1891634,SHIRAI R,Female,Athlete,JPN,Japan,Japan,0,0.0,['Swimming'],"[""Women's 4 x 100m Medley Relay"", ""Women's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",,"Athlete, office worker",Club: Norimasa Hirai (JPN),,,0
1891636,TANIGAWA A,Female,Athlete,JPN,Japan,Japan,0,0.0,['Swimming'],"[""Women's 400m Individual Medley""]",,Student,Club: Takashi Yamamoto (JPN),Her mother,,0
1891638,OHASHI Y,Female,Athlete,JPN,Japan,Japan,0,0.0,['Swimming'],"[""Women's 200m Individual Medley""]",,Athlete,Personal: Masataka Ishimatsu (JPN),"Coaches, Norimasa Hirai and Naofumi Okuta",On competition days she likes to wear socks adorned with the mascot of the city government of Hikone,0
1891640,AOKI R,Female,Athlete,JPN,Japan,Japan,0,0.0,['Swimming'],"[""Women's 100m Breaststroke""]",,Athlete,Personal: Norimasa Hirai (JPN),Coach Norimasa Hirai,,0
1891644,KOBORI W,Female,Athlete,JPN,Japan,Japan,0,0.0,['Swimming'],"[""Women's 400m Freestyle"", ""Women's 4 x 200m Freestyle Relay""]",,Student,National: Tsuyoshi Kato (JPN).<br>Club: Tomohiro Miyoshi (JPN),"Swimmer Tomohiro Miyoshi (JPN), 1992 Olympian, two-time 1990 Asian Games medallist (100m butterfly bronze, 200m butterfly silver), was her high school coach",,0
1891646,HONDA T,Male,Athlete,JPN,Japan,Japan,0,0.0,['Swimming'],"[""Men's 200m Butterfly""]",,Student,Club: Toru Horinouchi (JPN),,,0
1891648,MIZUNUMA N,Male,Athlete,JPN,Japan,Japan,0,0.0,['Swimming'],"[""Men's 100m Butterfly"", ""Men's 4 x 100m Medley Relay""]",,University staff,Club: Yoshimitsu Shimoyama (JPN),"Coach, Yoshimitsu Shimoyama (JPN)",,0
1891652,MATSUMOTO K,Male,Athlete,JPN,Japan,Japan,0,0.0,['Swimming'],"[""Men's 100m Butterfly"", ""Men's 200m Freestyle"", ""Men's 4 x 100m Medley Relay"", ""Men's 4 x 200m Freestyle Relay""]",,"Athlete, office worker",Personal: Takayuki Umehara (JPN),Coach Yoji Suzuki (JPN),,0
1891656,WATANABE I,Male,Athlete,JPN,Japan,Japan,0,0.0,['Swimming'],"[""Men's 200m Breaststroke""]",,Athlete,Personal: Takashiro Naoki (JPN),,,0
1891658,SETO D,Male,Athlete,JPN,Japan,Japan,0,0.0,['Swimming'],"[""Men's 200m Individual Medley"", ""Men's 400m Individual Medley""]",,Athlete,"Club: Michael Bohl (AUS), since October 2023",His family,,0
1891660,EBINA A,Female,Athlete,JPN,Japan,Japan,0,0.0,['Marathon Swimming'],"[""Women's 10km""]",,,Club: Sakiko Shimizu (JPN),,,0
1891664,MINAMIDE T,Male,Athlete,JPN,Japan,Japan,0,0.0,['Marathon Swimming'],"[""Men's 10km""]",,,Club: Ryuhei Yoshida (JPN),,,0
1891679,ENOMOTO H,Female,Athlete,JPN,Japan,Japan,0,0.0,['Diving'],"[""Women's 3m Springboard""]",,"Athlete, public servant",National: Chimaki Yasuda (JPN).<br>Personal: Yukio Matsumoto (JPN),,,2
1891681,ARAI M,Female,Athlete,JPN,Japan,Japan,0,0.0,['Diving'],"[""Women's 10m Platform""]",,Student,Club: Suei Mabuchi (JPN),,,2
1891683,MIKAMI S,Female,Athlete,JPN,Japan,Japan,0,0.0,['Diving'],"[""Women's 3m Springboard""]",,Student,Personal: Chimaki Yasuda (JPN) from 2010,,,2
1891685,TAMAI R,Male,Athlete,JPN,Japan,Japan,0,0.0,['Diving'],"[""Men's 10m Platform""]",,Student,Personal: Suei Mabuchi (JPN) from 2017,,,2
1891687,SAKAI S,Male,Athlete,JPN,Japan,Japan,0,0.0,['Diving'],"[""Men's 3m Springboard""]",,"Athlete, office worker",,Parents,,2
1891693,INOUE KT,Male,Athlete,JPN,Japan,Japan,180,0.0,['Water Polo'],['Men'],,Student,"Personal: Tsuyoshi Inoue (JPN), father.<br>National: Yoshinori Shiota (JPN)",,,2
1891699,OGIHARA D,Male,Athlete,JPN,Japan,Japan,179,0.0,['Water Polo'],['Men'],,Student,National: Yoshinori Shiota (JPN),,,2
1891700,WATANABE T,Male,Athlete,JPN,Japan,Japan,178,0.0,['Water Polo'],['Men'],,Athlete,National: Yoshinori Shiota (JPN),,,2
1891701,NISHIMURA T,Male,Athlete,JPN,Japan,Japan,182,0.0,['Water Polo'],['Men'],,,National: Yoshinori Shiota (JPN),,,2
1891702,DATE K,Male,Athlete,JPN,Japan,Japan,174,0.0,['Water Polo'],['Men'],,,National: Yoshinori Shiota (JPN),,,2
1891703,NITTA I,Male,Athlete,JPN,Japan,Japan,177,0.0,['Water Polo'],['Men'],,,National: Yoshinori Shiota (JPN),,,2
1891705,ADACHI S,Male,Athlete,JPN,Japan,Japan,173,0.0,['Water Polo'],['Men'],,"Athlete, office worker",National: Yoji Omoto (JPN),,,2
1891706,OKAWA K,Male,Athlete,JPN,Japan,Japan,183,0.0,['Water Polo'],['Men'],,Athlete,National: Yoshinori Shiota (JPN),,,2
1891707,TANAMURA K,Male,Athlete,JPN,Japan,Japan,183,0.0,['Water Polo'],['Men'],,Athlete,National: Yoshinori Shiota (JPN),"Older brother, Hideyuki",,2
1891708,ARAKI K,Male,Athlete,JPN,Japan,Japan,186,0.0,['Water Polo'],['Men'],,Athlete,National: Yoshinori Shiota (JPN),,,2
1891709,INABA Y,Male,Athlete,JPN,Japan,Japan,180,0.0,['Water Polo'],['Men'],,Athlete,National: Yoshinori Shiota (JPN),,,2
1891710,TAKATA M,Male,Athlete,JPN,Japan,Japan,182,0.0,['Water Polo'],['Men'],,Athlete,National: Yoshinori Shiota (JPN),,,2
1891711,SUZUKI T,Male,Athlete,JPN,Japan,Japan,185,0.0,['Water Polo'],['Men'],,Athlete,National: Yoshinori Shiota (JPN),"His older sister, Kotori",,2
1891712,KOBAYASHI U,Female,Athlete,JPN,Japan,Japan,0,0.0,['Artistic Swimming'],['Team'],,"Athlete, student",National: Takako Nakajima (JPN).<br>Club: Mayumi Uchiyama (JPN),,,0
1891713,SHIMADA A,Female,Athlete,JPN,Japan,Japan,0,0.0,['Artistic Swimming'],['Team'],,"Athlete, student",,,,0
1891714,WADA A,Female,Athlete,JPN,Japan,Japan,0,0.0,['Artistic Swimming'],['Team'],,"Athlete, student",National: Takako Nakajima (JPN).<br>Club: Mayumi Uchiyama (JPN),,,0
1891715,FUJII M,Female,Alternate Athlete,JPN,Japan,Japan,0,0.0,['Artistic Swimming'],['Team'],,,,,,0
1891716,HIGA M,Female,Athlete,JPN,Japan,Japan,0,0.0,['Artistic Swimming'],"['Team', 'Duet']",,"Athlete, student",National: Takako Nakajima (JPN).<br>Club: Masayo Imura (JPN),Teammate Yukiko Inui (JPN),,0
1891717,KIJIMA M,Female,Athlete,JPN,Japan,Japan,0,0.0,['Artistic Swimming'],['Team'],,"Athlete, office worker",National: Takako Nakajima (JPN),,,0
1891718,SATO T,Female,Athlete,JPN,Japan,Japan,0,0.0,['Artistic Swimming'],"['Team', 'Duet']",,"Athlete, student",National: Takako Nakajima (JPN).<br>Club: Mayo Kawai (JPN),,Does 10 small jumps and stretches her knees and elbows before each competition,0
1891719,YASUNAGA M,Female,Athlete,JPN,Japan,Japan,0,0.0,['Artistic Swimming'],['Team'],,"Athlete, office worker",National: Takako Nakajima (JPN).<br>Club: Masayo Imura (JPN),,,0
1891721,YOSHIDA M,Female,Athlete,JPN,Japan,Japan,0,0.0,['Artistic Swimming'],['Team'],,"Athlete, university staff",National: Takako Nakajima (JPN),,,0
1891723,AMINE MN,Male,Athlete,SMR,San Marino,San Marino,0,0.0,['Wrestling'],"[""Men's Freestyle 86kg""]",,,,,,2
1891756,OKAZAKI H,Female,Athlete,JPN,Japan,Japan,0,0.0,['Canoe Slalom'],"[""Women's Canoe Single"", ""Women's Kayak Cross""]",,Athlete,,,,2
1891760,TANAKA Y,Male,Athlete,JPN,Japan,Japan,0,0.0,['Canoe Slalom'],"[""Men's Kayak Single"", ""Men's Kayak Cross""]",,"Athlete, student",Club: Tsuyoshi Fujino (JPN),Japanese canoe slalom paddler Takuya Haneda,,2
1891763,HANEDA T,Male,Athlete,JPN,Japan,Japan,0,0.0,['Canoe Slalom'],"[""Men's Canoe Single""]",,Athlete,,His father,,2
1891764,YAZAWA A,Female,Athlete,JPN,Japan,Japan,0,0.0,['Canoe Slalom'],"[""Women's Kayak Single"", ""Women's Kayak Cross""]",,Athlete,,"Older brother and Japanese canoe slalom paddler Kazuki Yazawa, three-time Olympian, Asian Games silver medallist in K1 slalom",,2
1891827,KULJACA J,Female,Athlete,MNE,Montenegro,Montenegro,0,0.0,['Swimming'],"[""Women's 50m Freestyle""]",,Athlete,,,,0
1891828,MAKATISI MB,Female,Athlete,LES,Lesotho,Lesotho,0,0.0,['Athletics'],"[""Women's Marathon""]",,Athlete,,,,2
1891833,MILENKOVIC M,Male,Athlete,MNE,Montenegro,Montenegro,0,0.0,['Swimming'],"[""Men's 100m Butterfly""]",,Athlete,,,,0
1891844,FLAMIKOVA P,Female,Athlete,CZE,Czechia,Czechia,0,0.0,['Rowing'],"[""Women's Pair""]",,Athlete,Personal: Tomas Kacovsky (CZE),,,1
1891846,LUKSOVA L,Female,Athlete,CZE,Czechia,Czechia,0,0.0,['Rowing'],"[""Women's Double Sculls""]",,Athlete,Personal: Josef Luks (CZE),,,1
1891851,NOVOTNIKOVA R,Female,Athlete,CZE,Czechia,Czechia,0,0.0,['Rowing'],"[""Women's Pair""]",,Athlete,Personal: Tomas Kacovsky (CZE),,,1
1891857,SANTRUCKOVA A,Female,Athlete,CZE,Czechia,Czechia,0,0.0,['Rowing'],"[""Women's Double Sculls""]",,"Athlete, student",,,,1
1891858,SIMANEK J,Male,Athlete,CZE,Czechia,Czechia,0,0.0,['Rowing'],"[""Lightweight Men's Double Sculls""]",,Athlete,Personal: Michal Vabroušek (CZE),,,1
1891860,VRASTIL M,Male,Athlete,CZE,Czechia,Czechia,0,0.0,['Rowing'],"[""Lightweight Men's Double Sculls""]",,"Athlete, sports instructor",Personal: Michal Vabrousek (CZE),His father,,1
1891890,IM A,Female,Athlete,KOR,Korea,Korea,165,0.0,['Boxing'],"[""Women's 54kg""]",,Athlete,National: Ariane Fortin (CAN),,,2
1891916,OH Y,Female,Athlete,KOR,Korea,Korea,167,0.0,['Boxing'],"[""Women's 60kg""]",,Athlete,National: Ariane Fortin (CAN),,,2
1891955,BUHL P,Male,Athlete,GER,Germany,Germany,0,0.0,['Sailing'],"[""Men's Dinghy""]",,"Armed forces, athlete",National: Alexander Schlonski (GER),His father,,2
1891956,KOHLHOFF P,Male,Athlete,GER,Germany,Germany,0,0.0,['Sailing'],['Mixed Multihull'],,Athlete,National: Marcus Lynch (USA),,,2
1891960,DIESCH S,Male,Athlete,GER,Germany,Germany,0,0.0,['Sailing'],['Mixed Dinghy'],,"Athlete, student","Steven Lovegrove (GBR), 2001 world champion in the 470","HIs family. ""Motivation and place for peace at the same time."" (Athlete, 7 Jul 2024)",,2
1891963,MARKFORT A,Female,Athlete,GER,Germany,Germany,0,0.0,['Sailing'],['Mixed Dinghy'],,"Athlete, student, sailing commentator","Steven Lovegrove (GBR), 2001 world champion",Her sister Greta who taught her  how to sail. </p><p>Her grandfather Dieter who enrolled her in her first sailing course and explained sailing from a physical perspective. </p><p>Her youth coach Friedrich Gebert,She braids her hair and then wets them down with both hands before going out on the water,2
1891964,MEGGENDORFER J,Male,Athlete,GER,Germany,Germany,0,0.0,['Sailing'],"[""Men's Skiff""]",,"Athlete, army","Max Groy (GER), finished ninth in the 49er at Athens 2004",,,2
1891965,SPRANGER A,Male,Athlete,GER,Germany,Germany,0,0.0,['Sailing'],"[""Men's Skiff""]",,"Athlete, student","Max Groy (GER), finished ninth in the 49er at Athens 2004",His parents,,2
1891970,STUHLEMMER A,Female,Athlete,GER,Germany,Germany,0,0.0,['Sailing'],['Mixed Multihull'],,,,,,2
1891974,BUESSELLBERG J,Female,Athlete,GER,Germany,Germany,0,0.0,['Sailing'],"[""Women's Dinghy""]",,"Athlete, student",Shaun Priestley (BER),,,2
1891976,STEINLEIN TM,Female,Athlete,GER,Germany,Germany,0,0.0,['Sailing'],"[""Women's Windsurfing""]",,Athlete,Daniel Slijk (GER),,,2
1891985,MEYER L,Female,Athlete,GER,Germany,Germany,0,0.0,['Sailing'],"[""Women's Kite""]",,"Athlete, surgeon, mother",National: Jan-Hauke Erichsen (GER),"""My son Levi - with how naturally he, with his severe deformity in his leg, does all the sports and exercise that other children do and never complains, not about the prosthesis or about the 3 operations or the long treatments; He is almost always a ray of sunshine and I believe you can learn so much from children, we should see the world through children's eyes more often.""  (Athlete ABQ, 11 July 2024.)",,2
1891987,BERGMANN M,Female,Athlete,GER,Germany,Germany,0,0.0,['Sailing'],"[""Women's Skiff""]",,"Athlete, army",Thomas Saunt (GBR),,,2
1891988,WILLE H,Female,Athlete,GER,Germany,Germany,0,0.0,['Sailing'],"[""Women's Skiff""]",,"Athlete, student","Tom Saunt (GER), Maurice Paardenkooper (GER)",,,2
1891991,MAUS J,Male,Athlete,GER,Germany,Germany,0,0.0,['Sailing'],"[""Men's Kite""]",,"Athlete, student",Jan-Hauke ​​Erichsen (GER),Her parents,She follows a specific breathing routine in the morning of the competition,2
1891992,KOERDEL S,Male,Athlete,GER,Germany,Germany,0,0.0,['Sailing'],"[""Men's Windsurfing""]",,Athlete,Dom Tidey (GBR),His father,10-15 minute meditation before competition to help get into the right mindset,2
1892022,ANRAKU S,Male,Athlete,JPN,Japan,Japan,168,0.0,['Sport Climbing'],"[""Men's Boulder & Lead""]",,Athlete,National: Hiroshi Yasui (JPN),Japanese climber Meichi Narasaki is one of the seniors who offered Anraku guidance on climbing walls,,2
1892023,MORI A,Female,Athlete,JPN,Japan,Japan,154,0.0,['Sport Climbing'],"[""Women's Boulder & Lead""]",,"Athlete, student",,,,2
1892024,NARASAKI T,Male,Athlete,JPN,Japan,Japan,170,0.0,['Sport Climbing'],"[""Men's Boulder & Lead""]",,Athlete,,,,2
1892034,NONAKA M,Female,Athlete,JPN,Japan,Japan,162,0.0,['Sport Climbing'],"[""Women's Boulder & Lead""]",,Athlete,National: Hiroshi Yasui (JPN).<br>Personal: Katsuaki Miyazawa (JPN),,,2
1892059,PIATROVA A,Female,Athlete,AIN,AIN,Belarus,0,0.0,['Shooting'],['25m Pistol Women'],,,,,,2
1892075,BADAWY A,Male,Athlete,EGY,Egypt,Egypt,0,0.0,['Sailing'],"[""Men's Dinghy""]",,Athlete,,,,2
1892076,PERILLI A,Female,Athlete,SMR,San Marino,San Marino,0,0.0,['Shooting'],['Trap Women'],,Athlete,National: Luca Di Mari (ITA),Her father and her sister,,2
1892089,MANSY K,Female,Athlete,EGY,Egypt,Egypt,0,0.0,['Sailing'],"[""Women's Dinghy""]",,"Athlete, student",National: Ahmed Ragab (EGY),"Her family, her friends, and her coaches",,2
1892100,DUDYCHA J,Male,Athlete,CZE,Czechia,Czechia,191,0.0,['Athletics'],"[""Men's 800m""]",,Athlete,Personal: Lukas Dejdar (CZE),,,2
1892105,HABARTA T,Male,Athlete,CZE,Czechia,Czechia,191,0.0,['Athletics'],"[""Men's 3000m Steeplechase""]",,Athlete,,,,2
1892106,HAJEK P,Male,Athlete,CZE,Czechia,Czechia,179,0.0,['Athletics'],"[""Men's Hammer Throw""]",,"Athlete, coach",Personal: Vladimir Maska (CZE),,,2
1892108,HLAVAC V,Male,Athlete,CZE,Czechia,Czechia,187,0.0,['Athletics'],['Marathon Race Walk Relay Mixed'],,"Athlete, student",Personal: Ivo Pitak (CZE),,,2
1892110,HOLY D,Male,Athlete,CZE,Czechia,Czechia,191,0.0,['Athletics'],"[""Men's Pole Vault""]",,Athlete,Personal: Zdenek Lubensky (CZE),,,2
